27	6	33	33.39297866821289	1	1	7	4	4	4	7	9	4	0
20	8	28	27.844345092773438	1	1	9	7	4	4	4	7	9	0
61	36	97	97.08325958251953	1	6	6	6	1	5	1	4	4	0
63	19	82	81.9957046508789	1	6	6	1	4	4	4	4	4	0
32	44	76	75.9770278930664	1	6	5	5	1	1	4	1	4	0
3	23	26	26.582809448242188	0	1	9	7	4	7	9	4	7	0
18	16	34	34.29908752441406	1	1	7	1	7	7	7	7	7	0
62	31	93	92.97675323486328	1	6	6	5	5	5	5	1	1	0
33	6	39	38.88426208496094	1	5	4	4	4	9	4	7	3	0
27	56	83	82.90648651123047	1	6	6	1	1	7	4	7	4	0
12	32	44	43.99992752075195	1	5	1	4	4	4	3	7	4	0
7	28	35	35.71297073364258	0	1	4	4	4	4	4	7	9	0
31	62	93	92.97675323486328	1	6	6	5	5	5	5	1	1	0
46	59	105	105.0955810546875	1	6	6	6	6	1	5	1	1	0
9	49	58	57.87876510620117	1	6	1	9	4	4	4	4	4	0
3	60	63	63.43388748168945	1	6	1	4	4	4	3	4	3	0
29	23	52	51.888671875	1	5	5	1	1	4	1	4	3	0
37	33	70	70.28553771972656	1	6	5	1	4	4	4	4	3	0
6	31	37	37.62771987915039	0	1	1	7	4	4	7	7	7	0
54	30	84	84.18573760986328	1	6	6	1	1	4	4	4	4	0
40	24	64	64.3863525390625	1	6	1	4	4	4	4	4	3	0
49	15	64	64.69823455810547	0	6	1	1	3	4	4	3	4	0
18	26	44	43.442142486572266	0	5	1	4	4	7	7	7	7	0
34	56	90	89.31127166748047	0	6	6	5	1	1	1	1	4	0
41	43	84	84.18573760986328	1	6	6	1	1	4	4	4	4	0
35	9	44	44.33039855957031	1	5	1	4	4	4	7	7	4	0
53	9	62	62.984825134277344	0	6	1	4	4	3	4	4	3	0
32	41	73	72.99817657470703	1	6	5	1	1	1	7	4	4	0
49	63	112	112.1521987915039	1	6	6	6	6	6	5	5	5	0
13	42	55	54.6182975769043	1	5	5	5	1	1	4	4	4	0
50	40	90	89.31127166748047	0	6	6	5	1	1	1	1	4	0
37	19	56	56.18858337402344	1	5	5	5	1	1	1	1	4	0
10	1	11	11.534092903137207	0	9	7	4	7	9	7	7	7	0
46	13	59	60.47871398925781	0	6	1	7	4	3	7	4	7	0
63	27	90	89.88591766357422	1	6	6	5	1	1	1	1	1	0
52	16	68	68.6475830078125	0	6	1	1	1	4	4	7	4	0
34	34	68	67.89689636230469	1	6	1	1	1	7	4	4	3	0
0	41	41	40.998817443847656	1	5	1	7	3	4	4	3	7	0
52	13	65	65.94863891601562	0	6	1	1	7	4	4	4	3	0
27	57	84	83.75067901611328	1	6	6	1	1	4	4	4	3	0
34	47	81	81.53202819824219	0	6	6	1	4	4	4	4	3	0
44	1	45	45.26017761230469	1	5	1	1	7	4	7	7	7	0
20	30	50	49.614749908447266	1	5	5	1	4	4	4	4	3	0
17	3	20	19.838855743408203	1	9	1	4	4	4	7	9	4	0
62	59	121	122.6434555053711	0	6	6	6	6	6	6	6	6	0
18	30	48	47.666534423828125	1	5	1	1	1	7	4	4	7	0
10	50	60	60.31496047973633	1	6	1	7	7	4	7	3	4	0
55	15	70	70.81900024414062	0	6	1	1	1	1	4	1	4	0
23	24	47	47.11277389526367	1	5	1	1	4	4	4	4	4	0
60	43	103	103.43598175048828	1	6	6	6	6	1	1	4	1	0
36	1	37	37.85206604003906	0	1	1	7	4	4	4	7	3	0
14	12	26	25.916580200195312	1	1	9	7	4	9	4	7	9	0
63	43	106	106.33338165283203	1	6	6	6	6	5	1	5	1	0
41	56	97	96.75394439697266	1	6	6	6	1	1	1	1	4	0
27	48	75	74.31834411621094	0	6	5	1	1	1	1	4	4	0
57	59	116	115.63300323486328	1	6	6	6	6	6	6	5	5	0
41	12	53	52.52094650268555	1	5	5	1	1	1	4	4	4	0
54	47	101	100.82661437988281	1	6	6	6	5	5	5	1	1	0
2	22	24	24.348623275756836	1	4	7	4	7	9	4	7	7	0
51	25	76	75.9770278930664	1	6	5	5	1	1	4	1	4	0
27	20	47	46.86991500854492	1	5	1	1	4	4	4	4	7	0
2	27	29	28.88287353515625	1	1	9	4	4	4	9	7	4	0
57	0	57	57.10970687866211	1	6	1	9	4	4	4	7	7	0
8	56	64	64.01104736328125	1	6	1	4	4	4	4	7	3	0
56	7	63	63.43388748168945	1	6	1	4	4	4	3	4	3	0
23	38	61	61.0502815246582	1	6	1	4	9	4	4	4	4	0
45	41	86	86.39044189453125	1	6	6	1	1	1	1	4	4	0
