58	33	91	90	0	7	7	7	7	7	7	7	7	0
9	20	29	21	0	14	21	21	21	21	21	21	21	0
15	16	31	34	0	26	12	11	11	21	21	21	21	0
0	41	41	40	0	26	7	11	11	21	21	21	21	0
22	15	37	35	0	26	12	12	11	11	21	21	21	0
63	30	93	90	0	7	7	7	7	7	7	7	7	0
8	22	30	27	0	14	21	11	21	21	21	21	21	0
22	23	45	47	0	26	7	12	11	11	11	21	21	0
12	2	14	17	0	21	21	21	21	21	21	21	21	0
44	53	97	90	0	7	7	7	7	7	7	7	7	0
51	28	79	78	0	7	7	7	7	7	7	12	11	0
51	44	95	90	0	7	7	7	7	7	7	7	7	0
21	2	23	21	0	26	21	21	21	21	21	21	21	0
14	4	18	17	0	21	21	21	21	21	21	21	21	0
34	18	52	52	1	7	7	12	11	11	11	21	21	0
4	35	39	40	0	26	7	11	11	21	21	21	21	0
43	19	62	60	0	26	7	7	7	12	11	11	21	0
30	16	46	47	0	26	7	12	11	11	11	21	21	0
26	63	89	90	0	7	7	7	7	7	7	7	7	0
59	60	119	90	0	7	7	7	7	7	7	7	7	0
20	1	21	21	1	26	21	21	21	21	21	21	21	0
14	18	32	34	0	26	12	11	11	21	21	21	21	0
33	57	90	90	1	7	7	7	7	7	7	7	7	0
55	6	61	63	0	26	7	7	7	12	11	11	11	0
46	10	56	56	1	26	7	7	12	11	11	11	11	0
25	4	29	21	0	14	21	21	21	21	21	21	21	0
34	57	91	90	0	7	7	7	7	7	7	7	7	0
63	55	118	90	0	7	7	7	7	7	7	7	7	0
17	60	77	78	0	7	7	7	7	7	7	12	11	0
17	36	53	52	0	26	7	7	12	11	11	21	21	0
7	19	26	28	0	26	21	11	21	21	21	21	21	0
59	0	59	58	0	7	7	7	12	11	11	11	21	0
2	21	23	21	0	26	21	21	21	21	21	21	21	0
0	34	34	35	0	26	12	11	11	11	21	21	21	0
42	25	67	63	0	7	7	7	7	12	11	11	11	0
54	22	76	78	0	7	7	7	7	7	7	12	11	0
52	33	85	82	0	7	7	7	7	7	7	7	12	0
24	59	83	82	0	7	7	7	7	7	7	7	11	0
43	15	58	58	1	26	7	7	12	12	11	11	11	0
41	46	87	82	0	7	7	7	7	7	7	7	12	0
45	52	97	90	0	7	7	7	7	7	7	7	7	0
32	29	61	60	0	26	7	7	7	12	11	11	21	0
55	60	115	90	0	7	7	7	7	7	7	7	7	0
12	14	26	21	0	26	21	21	21	21	21	21	21	0
52	15	67	66	0	26	7	7	7	7	11	11	11	0
18	52	70	71	0	7	7	7	7	7	12	11	11	0
46	38	84	82	0	7	7	7	7	7	7	7	12	0
33	3	36	40	0	26	7	11	11	21	21	21	21	0
23	8	31	34	0	26	12	11	11	21	21	21	21	0
5	18	23	21	0	26	21	21	21	21	21	21	21	0
47	46	93	90	0	7	7	7	7	7	7	7	7	0
23	1	24	21	0	26	21	21	21	21	21	21	21	0
45	58	103	90	0	7	7	7	7	7	7	7	7	0
50	51	101	90	0	7	7	7	7	7	7	7	7	0
32	2	34	35	0	26	12	11	11	11	21	21	21	0
62	4	66	66	1	26	7	7	7	7	11	11	11	0
3	63	66	63	0	26	7	7	7	12	12	11	11	0
9	49	58	58	1	26	7	7	12	12	11	11	11	0
29	56	85	82	0	7	7	7	7	7	7	7	12	0
46	62	108	90	0	7	7	7	7	7	7	7	7	0
31	10	41	40	0	26	7	11	11	21	21	21	21	0
52	3	55	54	0	7	7	7	11	11	11	21	21	0
49	59	108	90	0	7	7	7	7	7	7	7	7	0
0	51	51	52	0	26	7	7	11	11	11	21	21	0
25	2	27	21	0	14	21	21	21	21	21	21	21	0
10	1	11	17	0	21	21	21	21	21	21	21	21	0
36	59	95	90	0	7	7	7	7	7	7	7	7	0
12	10	22	21	0	26	21	21	21	21	21	21	21	0
37	13	50	52	0	26	7	7	11	11	11	21	21	0
34	49	83	82	0	7	7	7	7	7	7	7	11	0
14	47	61	60	0	26	7	7	7	12	11	11	21	0
10	57	67	63	0	7	7	7	7	12	11	11	11	0
43	41	84	82	0	7	7	7	7	7	7	7	12	0
44	44	88	90	0	7	7	7	7	7	7	7	7	0
26	14	40	40	1	26	7	11	11	21	21	21	21	0
